Expedition,Site,Hole,Core,Core type,Section,Sample Top Depth in Section [cm],Sample Bottom in Section [cm],Combined ID,Sampling type,Top Depth of Sample [m b.s.f.],Salinity [‰],NH4 [mM],pH [-],Alkalinity [mM],H2S  [mmol],Cl [mM],SO4 [mM],Br [mM],Al [µM],B [µM],Ba [µM],Ca [mM],Fe [µM],K [mM],Li [µM],Mg [mM],Mn [µM],Mo [µM],Na [mM],Ni [µM],P [µM],S [mM],Si [µM],Sr [µM],Comments,Combined ID,Sample Size,Top Depth of Sample [m b.s.f.],Lithology,Disturbance,Core image Evaluation (onshore) Reviewer 1 Thomas,Core image Evaluation (onshore) Reviewer 2 Rebecca,Core image Evaluation (onshore) Reviewer 3 Takeshi,Core image offshore Thomas,contamination Thomas and Rebecca,Medium confidence Rebecca,contamination Takeshi,Contamination all               (all 3 vote for contamination),Medium confidence     (min 1 and max 2 vote for contamination),Contamination,comment
501,M0112,A,145,R,1,68,75,501_M0112_A_145R_1_WR:68-75_1,IWSQ2,218.89,2.10,0.01,8.16,2.96,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_145R_1_WR:68-75_1,20,218.89,silt ,none,"above: less consolidated, but coherent",coherent above and below,compacted (not hard) silty sand,,,,,,,,
501,M0112,A,150,H,1,37,45,501_M0112_A_150H_1_WR:37-45_1,IWSQ3,224.58,1.82,,8.02,2.99,,18.668,0.951287656,0.028,0.556,289.177,0.510,0.181,0.143,0.354,0.576,0.845,0.036,0.250,24.289,1.073,6.490,0.982,168.708,1.974,,501_M0112_A_150H_1_WR:37-45_1,20,224.58,clay,none,above: quite consolidated,coherent above ,compacted (not hard) clay,,,,,,,,"IC: DF 5, sampling ID A197"
501,M0112,A,151,R,1,120,126,501_M0112_A_151R_1_WR:120-126_1,IWSQ1,225.86,1.93,0.01,8.19,3.09,0.000,24.537,1.255934462,0.036,0.000,271.415,2.090,0.196,0.036,0.797,1.153,0.937,0.055,0.198,30.726,0.613,7.007,1.252,136.703,2.431,,501_M0112_A_151R_1_WR:120-126_1,20,225.86,clay,none,above: consolidated with cracks,coherent,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A198"
501,M0112,A,155,H,1,19,25,501_M0112_A_155H_1_WR:19-25_1,IWSQ2,229.03,1.19,0.00,8.10,2.63,0.000,9.510,0.323629588,0.014,0.667,330.897,0.153,0.020,0.107,0.205,0.576,0.067,0.036,1.094,12.732,0.000,3.681,0.370,162.656,0.183,,501_M0112_A_155H_1_WR:19-25_1,20,229.03,clay,slight,above: consolidated,coherent above and below,compacted (not hard) sandy silt,,,,,,,,"IC: DF 5, sampling ID A199"
501,M0112,A,157,H,1,60,65,501_M0112_A_157H_1_WR:60-65_1,IWSQ3,231.78,0.98,,8.17,2.47,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_157H_1_WR:60-65_1,20,231.78,clay,none,above: quite consolidated,,compacted (not hard) clay,,,,,,,,
501,M0112,A,160,R,1,104,110,501_M0112_A_160R_1_WR:104-110_1,IWSQ1,236.25,3.50,,7.99,2.27,,51.801,1.6216726,0.079,0.185,272.895,9.466,0.572,0.179,1.419,0.000,2.855,0.910,0.115,52.893,0.153,1.324,1.590,141.153,7.384,,501_M0112_A_160R_1_WR:104-110_1,20,236.25,silt,none,above: coherent,coherent above and below,compacted (not hard) silt,"linersection above looks properly filled, but some water visible",Y,,Y,Y,,YY,"IC: DF 5, sampling ID A200"
501,M0112,A,161,R,1,53,60,501_M0112_A_161R_1_WR:53-60_1,IWSQ2,238.74,24.17,0.00,7.71,2.29,0.000,382.954,19.16823538,0.562,0.000,322.479,1.201,7.645,0.269,7.813,13.833,35.060,2.748,1.126,344.367,3.817,7.717,19.236,120.506,57.909,,501_M0112_A_161R_1_WR:53-60_1,20,238.74,sand,none,"Loose, structureless, infilled on edges some water",loose sand,"loose sand, highly disturbed",lot of water in the linersection above,Y,,Y,Y,,YY,
501,M0112,A,161,R,2,20,25,501_M0112_A_161R_2_WR:20-25_1,IWRHx,239.06,15.46,0.03,7.82,2.51,0.000,242.604,11.66806675,0.357,0.185,260.407,4.573,4.603,5.210,4.783,6.484,21.078,1.766,0.208,211.092,0.443,4.165,11.338,130.509,39.785,,501_M0112_A_161R_2_WR:20-25_1,20,239.06,sand,none,"coarse, structureless, infilled on edges",loose sand,"loose sand, disturbed",lot of water in the linersection above,Y,,Y,Y,,YY,
501,M0112,A,164,R,1,75,80,501_M0112_A_164R_1_WR:75-80_1,IWSQ3,244.46,2.50,,7.92,2.17,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_164R_1_WR:75-80_1,20,244.46,silt,none,above: coherent,coherent above and below,compacted (not hard) clay,"water in the liner, mostly at the opposite end",,,,,,,
501,M0112,A,165,R,1,144,150,501_M0112_A_165R_1_WR:144-150_1,IWSQ1,246.65,3.66,0.02,7.85,2.62,0.000,56.257,1.994805654,0.085,0.185,230.342,4.318,0.804,0.286,1.463,2.017,3.696,0.455,0.198,58.547,0.971,5.102,1.995,160.413,8.891,,501_M0112_A_165R_1_WR:144-150_1,20,246.65,clay,none,above: coherent,coherent above and below,compacted (not hard) silt,water in the liner above the sampling location,Y,,Y,Y,,YY,"IC: DF 5, sampling ID A203"
501,M0112,A,167,H,1,45,50,501_M0112_A_167H_1_WR:45-50_1,IWRHx,249.26,1.25,0.01,8.00,3.29,0.000,24.231,1.433978723,0.035,0.259,197.687,0.772,0.154,0.340,0.695,1.585,0.692,0.018,0.250,29.430,0.630,7.491,1.314,124.208,1.712,,501_M0112_A_167H_1_WR:45-50_1,20,249.26,sand,slight,coherent above and below,coherent sand,"loose sand, disturbed",,,,Y,,Y,Y,"IC: DF 5, sampling ID A204"
501,M0112,A,170,H,1,75,80,501_M0112_A_170H_1_WR:75-80_1,IWRH2,257.77,1.98,0.02,8.05,3.39,0.000,39.253,2.209904649,0.058,0.000,214.801,1.267,0.402,0.054,1.223,0.720,1.908,0.109,0.302,46.194,0.665,6.522,2.176,124.493,4.154,,501_M0112_A_170H_1_WR:75-80_1,20,257.77,very coarse sand,slight,sand sunken in,partially full along full length of core,"loose sand, highly disturbed",lot of water in the liner,,Y,Y,,Y,Y,"IC: DF 5, sampling ID A206"
501,M0112,A,171,H,2,40,45,501_M0112_A_171H_2_WR:40-45_1,IWRH3,261.41,1.40,0.02,8.08,3.65,0.000,29.144,1.681127558,0.043,0.037,217.114,0.677,0.183,0.322,0.942,0.288,0.882,0.036,0.000,36.816,0.545,5.295,1.652,120.897,2.054,,501_M0112_A_171H_2_WR:40-45_1,20,261.41,coarse sand,slight,partly washed in sands,coherent sand,"loose sand, disturbed",lot of water in the liner,,,Y,,Y,Y,"IC: DF 5, sampling ID A207"
501,M0112,A,174,H,1,50,55,501_M0112_A_174H_1_WR:50-55_1,IWSQ1,265.2,11.25,,7.57,2.42,,167.702,7.483130348,0.252,0.000,283.164,1.806,3.353,1.432,3.811,5.043,15.537,1.529,0.511,163.201,1.261,1.808,8.147,160.769,37.480,,501_M0112_A_174H_1_WR:50-55_1,20,265.2,clay,slight,"above: only partly filled, water","empty 20 cm above, washed out?","probably compacted (not hard) sandy silt, disturbed","liner clearly washed out, would have been better options for SQ sample",Y,,Y,Y,,YY,
501,M0112,A,177,H,2,115,120,501_M0112_A_177H_2_WR:115-120_1,IWRHx,271.83,3.70,0.02,8.11,3.23,0.000,59.647,3.513973726,0.088,0.000,240.796,0.393,0.638,1.253,1.658,0.000,3.208,0.291,0.135,66.725,0.358,7.233,3.493,125.739,6.243,,501_M0112_A_177H_2_WR:115-120_1,20,271.83,medium sand ,moderate,"coherent above and below, water, partly washed in sands",consilidated sands,"sand with pebbles, disturbed",lot of water in the liner,,Y,Y,,Y,Y,"IC: DF 5, sampling ID 209"
501,M0112,A,179,H,2,20,25,501_M0112_A_179H_2_WR:20-25_1,IWRHx,277.13,3.16,0.02,8.08,3.81,0.000,48.832,3.381152541,0.072,1.001,254.302,0.204,0.402,2.525,1.386,0.000,2.040,0.182,0.000,58.852,0.647,4.294,3.362,134.781,4.280,,501_M0112_A_179H_2_WR:20-25_1,20,277.13,medium sand ,moderate,"coherent above and below, little water at the edges",sunken in where rhizon? Coherent otherwise,"loose sand, disturbed","water in the liner, compared to section above, however, little",,,Y,,Y,Y,"IC: DF 5, sampling ID 210"
501,M0112,A,185,R,1,88,95,501_M0112_A_185R_1_WR:88-95_1,IWSQ2,285.09,4.75,0.03,7.99,2.69,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_185R_1_WR:88-95_1,20,285.09,silt,none,above: coherent,coherent above and below,compacted (not hard) silt,"liner seems properly filled, some smearing - little water?",,,,,,,
501,M0112,A,196,R,1,77,84,501_M0112_A_196R_1_WR:77-84_1,IWSQ3,296.43,25.61,,7.76,2.59,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_196R_1_WR:77-84_1,20,296.43,sand,none,laminae (or bisquits?) of mixed sizes with coarse fraction close to the sampling location,"sand above, mud below",laminations of sands,lot of water in the liner at the opposite half,Y,,Y,Y,,YY,
501,M0112,A,198,R,1,93,100,501_M0112_A_198R_1_WR:93-100_1,IWSQ1,299.14,14.03,,7.69,2.48,,212.929,11.18913455,0.316,0.000,272.340,1.791,4.014,0.573,4.885,18.300,19.091,2.348,0.115,201.740,1.090,6.296,11.457,106.230,37.343,,501_M0112_A_198R_1_WR:93-100_1,20,299.14,sand,slight,"filled, coarse, maybe loose?", relatively coherent ,medium sand,water in the liner above,Y,,Y,Y,,YY,
501,M0112,A,204,R,1,143,149,501_M0112_A_204R_1_WR:143-149_1,IWSQ2,305.64,3.62,0.01,7.92,3.55,0.000,,,,,,,,,,,,,,,,,,,,For salinity average was calculated,501_M0112_A_204R_1_WR:143-149_1,20,305.64,silt,none,above: coherent,coherent above,compacted (not hard) silt,"liner proper filled, some water visible",,,,,,,
501,M0112,A,212,R,1,75,80,501_M0112_A_212R_1_WR:75-80_1,IWSQ3,312.96,4.52,,7.80,2.36,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_212R_1_WR:75-80_1,20,312.96,clay,slight,above: coherent,coherent above and below,compacted (not hard) clay,lot of water in the liner,,,,,,,
501,M0112,A,214,R,1,144,150,501_M0112_A_214R_1_WR:144-150_1,IWSQ1,315.65,4.26,,7.93,3.12,,64.381,2.751134637,0.097,0.000,394.265,0.495,0.514,0.000,1.461,4.755,2.611,0.328,0.000,71.988,1.448,2.648,2.746,154.503,6.106,,501_M0112_A_214R_1_WR:144-150_1,20,315.65,clay,slight,above: coherent,coherent above and below,compacted (not hard) clay,"liner proper filled, little water",,,,,,,"IC: DF 5, sampling ID A212"
501,M0112,A,216,R,1,143,150,501_M0112_A_216R_1_WR:143-150_1,IWSQ2,318.64,6.15,0.02,7.67,2.81,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_A_216R_1_WR:143-150_1,20,318.64,silt,slight,above: coherent,coherent above and below,compacted (not hard) silt,quite some water in the liner,,,,,,,
501,M0112,A,217,R,1,145,150,501_M0112_A_217R_1_WR:145-150_1,IWSQ3,321.66,5.56,,7.88,3.26,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_217R_1_WR:145-150_1,20,321.66,silt,slight,above: coherent,coherent above and below,compacted (not hard) silt,quite some water in the liner,,,,,,,
501,M0112,A,218,R,2,30,35,501_M0112_A_218R_2_WR:30-35_1,IWRHx,323.83,22.71,0.05,7.62,2.08,0.000,329.487,16.30012908,0.486,0.222,400.648,1.143,6.662,110.546,9.570,49.568,30.337,7.845,0.000,311.092,1.312,4.036,17.299,872.909,54.736,,501_M0112_A_218R_2_WR:30-35_1,20,323.83,very coarse sand,slight,"sunken in sands, water","possibly partial fill, sunken where rhizon?","loose sand, highly disturbed",water in the liner,Y,,Y,Y,,YY,
501,M0112,A,219,R,1,65,70,501_M0112_A_219R_1_WR:65-70_1,IWRH1,324.66,31.56,,8.19,3.42,,,,,,,,,,,,,,,,,,,,,,501_M0112_A_219R_1_WR:65-70_1,20,324.66,sand,slight,washed in sands at the liner/ sediment interface,"infill, partial along liner","loose sand, disturbed",water in the liner,Y,,Y,Y,,YY,
501,M0112,B,2,H,2,25,30,501_M0112_B_002H_2_WR:25-30_1,IWRH1,29.98,32.22,0.12,7.86,4.67,0.086,502.062,24.5593873,0.755,0.000,396.762,0.248,9.189,0.269,9.760,21.614,47.923,0.965,0.000,448.456,0.784,4.585,24.532,132.431,78.110,,501_M0112_B_002H_2_WR:25-30_1,20,29.98,medium sand,slight,"slightly sunken sands, little water",loose sand,"loose coarse sand, disturbed",,,Y,Y,,Y,Y,
501,M0112,B,3,H,2,30,35,501_M0112_B_003H_2_WR:30-35_1,IWRH2,32.2,32.16,0.12,7.84,6.13,0.084,501.264,24.50007078,0.757,0.000,393.154,0.371,9.249,0.143,10.049,21.182,48.128,0.910,0.104,463.245,0.324,9.428,24.669,142.186,78.829,,501_M0112_B_003H_2_WR:30-35_1,20,32.2,medium sand,slight,slightly loose,"loose sand, partial fill in places","loose sand, disturbed",,,Y,Y,,Y,Y,
501,M0112,B,5,H,1,100,106,501_M0112_B_005H_1_WR:100-106_1,IWRH3,55,31.41,0.10,7.87,3.95,0.000,489.762,24.28843087,0.733,0.000,387.142,0.248,9.616,56.258,10.348,18.012,46.565,5.278,0.146,445.411,0.426,3.326,24.532,204.165,78.898,,501_M0112_B_005H_1_WR:100-106_1,20,55,sand/ silt,,"transition from sand to silt, water",transition from sand to mud… cracked," @100cm: loose sand, highly disturbed; @106cm: compacted (not hard) silt",water in the  liner,,,Y,,Y,Y,
501,M0112,B,9,R,1,102,107,501_M0112_B_009R_1_WR:102-107_1,IWSQ1,60.84,23.88,0.17,7.74,4.00,,373.007,17.66749214,0.557,0.000,386.957,0.350,8.169,18.120,6.854,13.112,33.916,2.111,0.344,327.403,0.682,1.840,17.963,181.524,67.074,,501_M0112_B_009R_1_WR:102-107_1,20,60.84,clay,slight,above: consolidated clay,"coherent above, below possible in fill",compacted (not hard) silt,linersection above with a lot of water,,,,,,,
501,M0112,B,10,R,1,145,150,501_M0112_B_010R_1_WR:145-150_1,IWSQ2,62.77,20.94,0.20,7.92,3.95,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_B_010R_1_WR:145-150_1,200,62.77,clay,slight,above: consolidated clay,coherent above and below,compacted (not hard) clay,quite some water in the liner,,,,,,,
501,M0112,B,13,R,2,96,102,501_M0112_B_013R_2_WR:96-102_1,IWSQ3,85.96,7.13,,8.20,5.47,,,,,,,,,,,,,,,,,,,,,,501_M0112_B_013R_2_WR:96-102_1,20,85.96,clay,none,above: consolidated clay,coherent above,compacted (not hard) clay,water in the liner,,,,,,,
501,M0112,B,15,R,2,121,127,501_M0112_B_015R_2_WR:121-127_1,IWSQ1,92.21,6.11,,8.15,4.05,,86.842,3.863455333,0.133,0.371,242.738,0.393,2.201,1.415,2.601,5.908,6.631,0.655,0.177,88.169,0.545,4.714,4.336,193.022,16.469,,501_M0112_B_015R_2_WR:121-127_1,20,92.21,silt,none,"above: consolidated, sometimes broken at the edges",coherent above,compacted (not hard) clay,water in the liner,,,,,,,
501,M0112,B,16,R,1,144,150,501_M0112_B_016R_1_WR:144-150_1,IWSQ2,93.94,6.81,0.14,8.19,3.53,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_B_016R_1_WR:144-150_1,20,93.94,silt,none,above: coherent,coherent above and below,compacted (not hard) clay,quite some water in the liner,,,,,,,
501,M0112,B,19,R,2,15,20,501_M0112_B_019R_2_WR:15-20_1,IWRH3,102.26,16.97,0.27,7.77,2.06,,252.292,10.96862574,0.375,6.672,132.747,0.743,13.204,35.703,6.875,9.222,32.316,10.703,0.000,196.694,1.176,4.650,11.344,102.456,76.444,,501_M0112_B_019R_2_WR:15-20_1,20,102.26,medium sand,none,"looks like slightly pushed material, cracks with water","sand, cracks with water, fluid passages?","compacted (not hard) sand with laminations, disturbed",water in the liner,Y,,Y,Y,,YY,
501,M0112,B,27,R,1,124,130,501_M0112_B_027R_1_WR:124-130_1,IWSQ1,139.24,9.44,0.14,7.72,1.39,0.000,150.283,4.396225512,0.227,0.000,502.035,0.473,2.241,2.722,4.199,8.646,11.748,2.366,0.115,141.148,0.647,0.000,4.832,121.894,20.954,,501_M0112_B_027R_1_WR:124-130_1,20,139.24,clay,none,above: clay with some interbedded coarser material,"mud sand interlayered, coherent",compacted (not hard) sandy silt with lamination of sand,quite some water in the liner,,,,,,,
501,M0112,B,28,R,2,93,100,501_M0112_B_028R_2_WR:93-100_1,IWSQ2,143.43,5.09,0.07,7.95,2.64,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_B_028R_2_WR:93-100_1,20,143.43,clay,none,above: coherent,coherent above and below,compacted (not hard) thin laminations of silt and clay,quite some water in the liner,,,,,,,
501,M0112,B,29,R,1,145,150,501_M0112_B_029R_1_WR:145-150_1,IWSQ3,145.45,4.93,,8.07,2.50,,,,,,,,,,,,,,,,,,,,,,501_M0112_B_029R_1_WR:145-150_1,20,145.45,very fine sand,none,above: coherent,coherent above and below,"compacted (not hard) thin laminations of silt and sand, small fractures",quite some water in the liner,,,,,,,
501,M0112,B,31,R,2,25,30,501_M0112_B_031R_2_WR:25-30_1,IWRHx,150.62,8.10,,8.02,3.47,,118.346,4.584931193,0.161,2.372,404.625,2.833,0.997,2.596,1.945,3.890,4.648,1.110,0.000,76.860,0.443,1.582,2.553,110.609,9.347,,501_M0112_B_031R_2_WR:25-30_1,20,150.62,fine sand ,none,water,rhizon at  fine to coarse transition," @25cm: coarse sand, @30cm: finer sand, bioturbated",water in the liner,Y,,Y,Y,,YY,
501,M0112,B,39,R,1,69,74,501_M0112_B_039R_1_WR:69-74_1,IWRHx,231.01,2.11,0.02,8.15,2.82,0.000,36.824,1.811583703,0.055,0.000,269.473,3.575,0.452,1.737,1.101,1.009,2.245,0.255,0.188,42.975,1.227,9.687,1.821,130.189,4.759,,501_M0112_B_039R_1_WR:69-74_1,20,231.01,medium sand,none,slightly loose?,soft sed deformation apparent,lamination of sands,,,,Y?,,Y,Y,"IC: DF 5, sampling ID A 226"
501,M0112,B,41,R,1,62,68,501_M0112_B_041R_1_WR:62-68_1,IWSQ1,235.44,1.40,,7.93,3.22,,27.847,0.819754127,0.041,0.000,329.325,0.000,0.269,0.752,0.769,1.873,1.277,0.619,0.000,32.505,0.392,2.938,0.861,151.050,3.081,,501_M0112_B_041R_1_WR:62-68_1,20,235.44,clay,none,above: coherent,coherent above and below,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A 228"
501,M0112,B,43,R,1,80,85,501_M0112_B_043R_1_WR:80-85_1,IWRHx,238.62,1.45,0.02,8.12,2.70,0.000,25.484,1.127444673,0.038,0.000,3.238,0.000,0.000,0.000,0.000,0.288,0.000,0.000,0.094,0.000,1.073,4.424,0.000,0.000,0.000,,501_M0112_B_043R_1_WR:80-85_1,20,238.62,silt,none,coherent above and below,coherent,compacted (not hard) silty sand,,,,Y?,,Y,Y,"IC: DF 5, sampling ID A 229
@85cm: coarser sand, my be contaminated"
501,M0112,B,49,R,1,145,150,501_M0112_B_049R_1_WR:145-150_1,IWSQ2,248.27,1.01,0.02,7.99,2.69,0.000,40.435,1.583990173,0.061,0.000,242.553,3.881,0.424,0.000,1.103,0.720,1.982,0.200,0.229,45.194,0.903,4.359,1.575,151.691,5.250,,501_M0112_B_049R_1_WR:145-150_1,29,248.27,silt,slight,"above: coherent, small crack",coherent above and below,compacted (not hard) silt,,,,,,,,"IC: DF 5, sampling ID A 230"
501,M0112,B,56,R,1,96,101,501_M0112_B_056R_1_WR:96-101_1,IWSQ1,322.78,7.11,0.03,7.86,3.18,0.000,109.200,4.316536548,0.164,0.000,365.125,1.238,1.401,1.146,2.137,5.043,7.067,1.729,0.000,111.570,0.903,0.291,4.766,157.529,15.122,,501_M0112_B_056R_1_WR:96-101_1,15,322.78,clay,slight,"above: coherent material broken, water",coherent but gap immediately above,compacted (not hard) silt,water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0112,B,57,R,1,44,51,501_M0112_B_057R_1_WR:44-51_1,IWSQ2,324.06,7.01,,7.86,3.21,0.000,,,,,,,,,,,,,,,,,,,,,501_M0112_B_057R_1_WR:44-51_1,280,324.06,clay,slight,corediameter smaller then linerdiameter,coherent,compacted (not hard) silt,water in the liner,Y,,Y,Y,,YY,
501,M0112,B,58,R,1,50,55,501_M0112_B_058R_1_WR:50-55_1,IWRH3,325.32,30.01,,7.92,2.69,,442.719,22.39538859,0.655,,,,,,,,,,,,,,,,,,501_M0112_B_058R_1_WR:50-55_1,3,325.32,coarse sand ,slight,"not completely filled, water",not full,coarse sand with granules,water in the liner,Y,,Y,Y,,YY,
501,M0113,A,1,H,2,65,70,501_M0113_A_001H_2_WR:65-70_1,IWRH1,2.15,32.35,0.31,7.78,9.36,0.784,514.990,23.752,0.775,0.000,501.665,0.000,10.222,0.000,10.977,22.767,52.036,0.000,0.000,453.676,1.090,31.288,24.510,600.214,89.991,,501_M0113_A_001H_2_WR:65-70_1,20,2.15,very find sand,slight,"sand, water on top","coherent, wet on top","sand, bioturbated",,,,,,,,
501,M0113,A,2,H,2,25,30,501_M0113_A_002H_2_WR:25-30_1,IWRH2,4.65,31.60,0.34,7.98,7.26,0.446,506.430,23.656,0.754,0.593,448.104,0.000,9.835,0.000,10.910,21.182,48.252,0.000,0.000,442.801,0.477,34.582,23.409,563.546,84.672,,501_M0113_A_002H_2_WR:25-30_1,20,4.65,medium sand,slight,"sand, some shells, watery","coherent, wet on top","sand, bioturbated",,,,,,,,
501,M0113,A,3,H,2,35,40,501_M0113_A_003H_2_WR:35-40_1,IWRH3,7.15,31.87,,7.93,6.50,,507.068,23.455,0.771,0.037,371.138,0.124,9.975,0.143,9.670,18.012,46.606,0.400,0.021,402.218,0.000,20.956,21.089,429.690,75.725,,501_M0113_A_003H_2_WR:35-40_1,20,7.15,fine sand,slight,washed in sands,not full liner,"loose sand, highly disturbed",,,Y,Y,,Y,Y,
501,M0113,A,4,H,1,75,80,501_M0113_A_004H_1_WR:75-80_1,IWRH1,8.75,31.66,0.38,7.70,8.50,0.694,508.148,23.515,0.760,0.074,390.472,0.000,10.402,0.000,10.307,21.037,48.416,0.000,0.000,430.405,0.000,16.403,22.913,487.718,85.506,,501_M0113_A_004H_1_WR:75-80_1,20,8.75,fine sand ,high,washed in sands,"not full liner, infilled?","loose sand, highly disturbed",,,Y,Y,,Y,Y,
501,M0113,A,6,H,1,65,70,501_M0113_A_006H_1_WR:65-70_1,IWRH2,11.65,31.67,0.44,7.80,6.92,0.489,503.845,23.111,0.771,0.334,411.656,0.000,10.781,0.000,10.716,21.614,46.853,0.000,0.000,421.270,1.090,21.537,22.542,721.965,86.670,,501_M0113_A_006H_1_WR:65-70_1,20,11.65,silt,none,coherent above and below,coherent,silty sand,,,,,,,,
501,M0113,A,7,H,2,25,30,501_M0113_A_007H_2_WR:25-30_1,IWRH3,15.52,31.67,0.40,7.73,6.13,0.743,501.747,23.329,0.743,0.000,286.494,0.000,11.804,0.000,9.701,19.885,48.581,0.000,0.000,432.405,0.750,13.723,22.963,619.794,90.276,,501_M0113_A_007H_2_WR:25-30_1,20,15.52,medium sand,slight,coherent above and below,structureless sand,"loose sand, disturbed",,,,Y?,,Y,Y,
501,M0113,A,9,H,1,125,130,501_M0113_A_009H_1_WR:125-130_1,IWRH1,18.48,31.67,0.42,7.77,5.96,0.607,500.570,23.364,0.749,0.000,280.666,0.000,11.896,0.000,9.289,20.749,48.581,0.000,0.000,425.968,0.085,11.463,22.935,588.822,90.619,,501_M0113_A_009H_1_WR:125-130_1,30,18.48,medium sand,slight,"washed in sands, shells, granulates",partial filled liner,"loose sand, disturbed",,,Y,Y,,Y,Y,
501,M0113,A,11,H,1,30,35,501_M0113_A_011H_1_WR:30-35_1,IWRH2,21.68,31.72,0.40,7.80,5.36,0.409,501.811,23.704,0.754,0.111,317.391,0.000,11.796,0.000,10.151,22.478,48.252,0.000,0.000,438.452,0.801,11.204,23.487,641.865,92.798,,501_M0113_A_011H_1_WR:30-35_1,40,21.68,fine sand,slight,"shells, water",partial filled liner,"loose sand, disturbed",,,Y,Y,,Y,Y,
501,M0113,A,13,H,1,115,120,501_M0113_A_013H_1_WR:115-120_1,IWRH3,25.17,31.62,0.38,7.78,5.36,0.376,499.807,23.768,0.742,0.408,336.078,0.000,11.779,0.000,10.345,21.470,47.840,0.000,0.000,432.362,0.222,9.913,23.593,669.277,91.691,,501_M0113_A_013H_1_WR:115-120_1,40,25.17,fine sand,none,"disturbed (by Rhizons?), water","disturbed, at rhizon interval"," @115cm: coarser sand, disturbed; @120cm: lens of coarse sand, disturbed",,,,Y,,Y,Y,
501,M0113,A,15,H,1,144,149,501_M0113_A_015H_1_WR:144-149_1,IWSQ1,28.17,31.57,0.44,7.89,4.65,0.001,503.345,23.841,0.757,0.000,311.471,0.000,11.447,0.000,11.563,21.758,46.935,1.238,0.000,436.712,0.545,9.299,23.955,729.441,90.778,,501_M0113_A_015H_1_WR:144-149_1,200,28.17,silt,slight,"above: coherent sandy silts, some cracks",coherent above and below,compacted (not hard) sandy silt,,,,,,,,
501,M0113,A,16,H,1,55,60,501_M0113_A_016H_1_WR:55-60_1,IWSQ2,29.29,31.78,0.37,7.90,4.74,0.033,504.976,24.271,0.756,19.904,319.149,0.000,11.577,22.131,10.616,26.081,47.882,0.910,0.000,435.407,0.750,11.882,24.099,737.985,90.094,,501_M0113_A_016H_1_WR:55-60_1,200,29.29,fine sand,slight,"above: washed in, reworked, water","disturbed, large shell above, partial filled below","compacted (not hard) sand, disturbed",,,Y,Y,,Y,Y,
501,M0113,A,17,H,1,80,85,501_M0113_A_017H_1_W:80-85_1,IWRH3,31.95,31.41,0.39,7.75,5.22,0.336,500.202,23.936,0.745,0.037,283.719,0.000,11.522,0.000,9.765,17.435,48.252,0.582,0.021,432.753,0.528,6.652,23.543,650.053,90.778,,501_M0113_A_017H_1_W:80-85_1,43,31.95,medium sand,high,"sand, coarse material, shells, water","coarse, mixed material, partially full","loose sand, highly disturbed",,,Y,Y,,Y,Y,
501,M0113,A,20,H,1,75,80,501_M0113_A_020H_1_WR:75-80_1,IWRH1,37.38,31.45,,7.85,4.58,,498.665,23.348,0.741,0.519,279.371,0.000,11.924,0.000,10.637,19.885,47.635,1.584,0.000,425.054,0.324,9.235,23.297,681.025,89.763,,501_M0113_A_020H_1_WR:75-80_1,40,37.38,fine sand,slight,"sand, coarse material, shells, water","muddy sand, slightly disturbed above, coherent below","compacted (not hard) sand, disturbed",,,,Y?,,Y,Y,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,25,H,2,35,40,501_M0113_A_025H_2_WR:35-40_1,IWRH2,43.92,30.55,0.55,7.81,3.83,0.000,490.518,21.426,0.727,0.630,109.158,0.167,16.078,8.684,9.445,19.741,46.154,16.236,0.000,398.434,0.051,0.000,21.241,378.070,103.207,,501_M0113_A_025H_2_WR:35-40_1,20,43.92,fine sand,slight,"loose sand, water",loose sand,loose sand,,,,Y?,,Y,Y,
501,M0113,A,26,H,2,50,55,501_M0113_A_026H_2_WR:50-55_1,IWRH3,46.04,30.87,,7.73,3.87,,494.387,21.885,0.736,0.778,118.316,0.153,15.492,15.703,9.890,19.452,46.771,15.362,0.000,415.441,0.017,2.293,21.965,372.019,102.739,,501_M0113_A_026H_2_WR:50-55_1,20,46.04,fine sand,slight,"coherent above and below, watery?",coherent above,"loose sand, highly disturbed",,,,Y,,Y,Y,
